# ASIC configuration for the measurements:
# ------------------------------------------------------------------------------
# Mode = 001 
# Bias = 0110 
# CSArefs = 0011 
# Shaper = 101 
# Leakage mask = 00000000000000000000000000000000 
# Discr. enable mask = 00000000000000000000000000000000 
# Calibration mask = 11111111111111111111111111111111 
# Threshold = 128 
# FineTHR[0] = 011 
# FineTHR[1] = 011 
# FineTHR[2] = 011 
# FineTHR[3] = 011 
# FineTHR[4] = 011 
# FineTHR[5] = 011 
# FineTHR[6] = 011 
# FineTHR[7] = 011 
# FineTHR[8] = 011 
# FineTHR[9] = 011 
# FineTHR[10] = 011 
# FineTHR[11] = 011 
# FineTHR[12] = 011 
# FineTHR[13] = 011 
# FineTHR[14] = 011 
# FineTHR[15] = 011 
# FineTHR[16] = 011 
# FineTHR[17] = 011 
# FineTHR[18] = 011 
# FineTHR[19] = 011 
# FineTHR[20] = 011 
# FineTHR[21] = 011 
# FineTHR[22] = 011 
# FineTHR[23] = 011 
# FineTHR[24] = 011 
# FineTHR[25] = 011 
# FineTHR[26] = 011 
# FineTHR[27] = 011 
# FineTHR[28] = 011 
# FineTHR[29] = 011 
# FineTHR[30] = 011 
# FineTHR[31] = 011 
# ------------------------------------------------------------------------------
# Event data block #1
# Delay	DAC	Type	CH#	Value
54	10	00	0	199
54	10	00	1	188
54	10	00	2	157
54	10	00	3	174
54	10	00	4	197
54	10	00	5	148
54	10	00	6	208
54	10	00	7	146
54	10	00	8	140
54	10	00	9	168
54	10	00	10	205
54	10	00	11	165
54	10	00	12	200
54	10	00	13	165
54	10	00	14	177
54	10	00	15	184
54	10	00	16	191
54	10	00	17	158
54	10	00	18	172
54	10	00	19	153
54	10	00	20	169
54	10	00	21	175
54	10	00	22	205
54	10	00	23	160
54	10	00	24	145
54	10	00	25	179
54	10	00	26	181
54	10	00	27	189
54	10	00	28	152
54	10	00	29	244
54	10	00	30	235
54	10	10	31	129
54	10	00	0	198
54	10	00	1	184
54	10	00	2	155
54	10	00	3	168
54	10	00	4	201
54	10	00	5	146
54	10	00	6	208
54	10	00	7	142
54	10	00	8	134
54	10	00	9	160
54	10	00	10	198
54	10	00	11	162
54	10	00	12	202
54	10	00	13	162
54	10	00	14	170
54	10	00	15	174
54	10	00	16	182
54	10	00	17	151
54	10	00	18	161
54	10	00	19	148
54	10	00	20	161
54	10	00	21	166
54	10	00	22	197
54	10	00	23	151
54	10	00	24	145
54	10	00	25	180
54	10	00	26	180
54	10	00	27	191
54	10	00	28	148
54	10	00	29	242
54	10	00	30	235
54	10	10	31	123
54	10	00	0	201
54	10	00	1	181
54	10	00	2	155
54	10	00	3	169
54	10	00	4	194
54	10	00	5	142
54	10	00	6	205
54	10	00	7	144
54	10	00	8	137
54	10	00	9	163
54	10	00	10	198
54	10	00	11	161
54	10	00	12	201
54	10	00	13	160
54	10	00	14	168
54	10	00	15	175
54	10	00	16	183
54	10	00	17	149
54	10	00	18	160
54	10	00	19	149
54	10	00	20	158
54	10	00	21	170
54	10	00	22	194
54	10	00	23	154
54	10	00	24	142
54	10	00	25	177
54	10	00	26	177
54	10	00	27	188
54	10	00	28	151
54	10	00	29	242
54	10	00	30	231
54	10	10	31	124
54	10	00	0	199
54	10	00	1	181
54	10	00	2	154
54	10	00	3	165
54	10	00	4	194
54	10	00	5	140
54	10	00	6	207
54	10	00	7	141
54	10	00	8	136
54	10	00	9	169
54	10	00	10	200
54	10	00	11	164
54	10	00	12	199
54	10	00	13	162
54	10	00	14	174
54	10	00	15	179
54	10	00	16	187
54	10	00	17	154
54	10	00	18	162
54	10	00	19	153
54	10	00	20	169
54	10	00	21	177
54	10	00	22	194
54	10	00	23	155
54	10	00	24	145
54	10	00	25	178
54	10	00	26	181
54	10	00	27	187
54	10	00	28	150
54	10	00	29	242
54	10	00	30	234
54	10	10	31	125
54	10	00	0	203
54	10	00	1	182
54	10	00	2	155
54	10	00	3	170
54	10	00	4	198
54	10	00	5	141
54	10	00	6	205
54	10	00	7	143
54	10	00	8	137
54	10	00	9	168
54	10	00	10	201
54	10	00	11	163
54	10	00	12	201
54	10	00	13	157
54	10	00	14	173
54	10	00	15	180
54	10	00	16	183
54	10	00	17	154
54	10	00	18	164
54	10	00	19	153
54	10	00	20	165
54	10	00	21	170
54	10	00	22	197
54	10	00	23	158
54	10	00	24	145
54	10	00	25	177
54	10	00	26	178
54	10	00	27	187
54	10	00	28	150
54	10	00	29	238
54	10	00	30	233
54	10	10	31	125
54	10	00	0	196
54	10	00	1	185
54	10	00	2	156
54	10	00	3	168
54	10	00	4	196
54	10	00	5	141
54	10	00	6	210
54	10	00	7	142
54	10	00	8	141
54	10	00	9	170
54	10	00	10	197
54	10	00	11	165
54	10	00	12	201
54	10	00	13	159
54	10	00	14	170
54	10	00	15	181
54	10	00	16	185
54	10	00	17	156
54	10	00	18	164
54	10	00	19	152
54	10	00	20	164
54	10	00	21	174
54	10	00	22	198
54	10	00	23	157
54	10	00	24	146
54	10	00	25	177
54	10	00	26	181
54	10	00	27	186
54	10	00	28	147
54	10	00	29	244
54	10	00	30	233
54	10	10	31	126
54	10	00	0	196
54	10	00	1	180
54	10	00	2	156
54	10	00	3	168
54	10	00	4	202
54	10	00	5	141
54	10	00	6	203
54	10	00	7	144
54	10	00	8	139
54	10	00	9	160
54	10	00	10	205
54	10	00	11	164
54	10	00	12	198
54	10	00	13	162
54	10	00	14	177
54	10	00	15	185
54	10	00	16	187
54	10	00	17	156
54	10	00	18	166
54	10	00	19	147
54	10	00	20	164
54	10	00	21	169
54	10	00	22	196
54	10	00	23	162
54	10	00	24	149
54	10	00	25	175
54	10	00	26	179
54	10	00	27	185
54	10	00	28	149
54	10	00	29	243
54	10	00	30	229
54	10	10	31	130
54	10	00	0	196
54	10	00	1	186
54	10	00	2	153
54	10	00	3	165
54	10	00	4	202
54	10	00	5	144
54	10	00	6	213
54	10	00	7	142
54	10	00	8	134
54	10	00	9	162
54	10	00	10	198
54	10	00	11	166
54	10	00	12	201
54	10	00	13	162
54	10	00	14	172
54	10	00	15	182
54	10	00	16	189
54	10	00	17	158
54	10	00	18	164
54	10	00	19	150
54	10	00	20	171
54	10	00	21	173
54	10	00	22	198
54	10	00	23	161
54	10	00	24	142
54	10	00	25	177
54	10	00	26	179
54	10	00	27	186
54	10	00	28	149
54	10	00	29	240
54	10	00	30	234
54	10	10	31	121
54	10	00	0	195
54	10	00	1	179
54	10	00	2	150
54	10	00	3	168
54	10	00	4	190
54	10	00	5	144
54	10	00	6	207
54	10	00	7	141
54	10	00	8	140
54	10	00	9	160
54	10	00	10	197
54	10	00	11	162
54	10	00	12	201
54	10	00	13	160
54	10	00	14	173
54	10	00	15	177
54	10	00	16	186
54	10	00	17	151
54	10	00	18	163
54	10	00	19	149
54	10	00	20	164
54	10	00	21	168
54	10	00	22	193
54	10	00	23	157
54	10	00	24	139
54	10	00	25	178
54	10	00	26	176
54	10	00	27	184
